model,filename,tm_watertight,tm_manifold_edge_ratio,pml_edges,pml_nm_edges,pml_boundary_edges,pml_manifold_edge_ratio,pml_watertight,pml_two_manifold,pml_error,wt_match,manif_match,wt_note,manif_note
3DTopia-XL,A_cartoon_house_with_red_roof.glb,False,0.687800,48008.000000,0.000000,14986.000000,0.687844,False,False,,True,True,OK,OK
3DTopia-XL,A_castle_made_of_cardboard.glb,False,0.708400,20333.000000,0.000000,5929.000000,0.708405,False,False,,True,True,OK,OK
3DTopia-XL,A_heart_made_of_wood.glb,False,0.754800,120671.000000,0.000000,29584.000000,0.754838,False,False,,True,True,OK,OK
3DTopia-XL,A_photo_of_a_Japanese_Porcelain_Imari_vase_on_the_ground_below_a_wooden_chair.glb,False,0.680000,73243.000000,0.000000,23438.000000,0.679997,False,False,,True,True,OK,OK
3DTopia-XL,A_photo_of_a_Ming_Dynasty_vase_on_a_leather_topped_table.glb,False,0.802400,91081.000000,0.000000,18002.000000,0.802352,False,False,,True,True,OK,OK
3DTopia-XL,A_photograph_of_a_portrait_of_a_statue_of_a_pharaoh_wearing_steampunk_glasses.glb,False,0.770800,60861.000000,0.000000,13950.000000,0.770789,False,False,,True,True,OK,OK
3DTopia-XL,A_rhino_beetle_this_size_of_a_tank_grapples_a_real_life_passenger_airplane_on_the_tarmac.glb,False,0.750000,79126.000000,0.000000,19778.000000,0.750044,False,False,,True,True,OK,OK
3DTopia-XL,Anubis_wearing_sunglasses_and_sitting_astride_a_hog_motorcyle.glb,False,0.731400,78978.000000,0.000000,21216.000000,0.731368,False,False,,True,True,OK,OK
3DTopia-XL,The_Oriental_Pearl.glb,False,0.753800,137616.000000,0.000000,33882.000000,0.753793,False,False,,True,True,OK,OK
3DTopia-XL,a_Christmas_tree.glb,False,0.704900,41817.000000,0.000000,12342.000000,0.704857,False,False,,True,True,OK,OK
3DTopia-XL,a_baby_penguin.glb,False,0.744500,97915.000000,0.000000,25022.000000,0.744452,False,False,,True,True,OK,OK
3DTopia-XL,a_baby_penguin_wearing_a_blue_hat.glb,False,0.755000,56520.000000,0.000000,13848.000000,0.754989,False,False,,True,True,OK,OK
3DTopia-XL,a_ball.glb,False,0.765900,168699.000000,0.000000,39498.000000,0.765867,False,False,,True,True,OK,OK
3DTopia-XL,a_bamboo_ladder.glb,False,0.674700,37564.000000,0.000000,12218.000000,0.674742,False,False,,True,True,OK,OK
3DTopia-XL,a_barred_owl_peeking_out_from_dense_tree_branches.glb,False,0.762800,101894.000000,0.000000,24166.000000,0.762832,False,False,,True,True,OK,OK
3DTopia-XL,a_bird.glb,False,0.742000,66920.000000,0.000000,17266.000000,0.741990,False,False,,True,True,OK,OK
3DTopia-XL,a_black_baseball_hat.glb,False,0.730600,125762.000000,0.000000,33874.000000,0.730650,False,False,,True,True,OK,OK
3DTopia-XL,a_black_t-shirt_with_the_peace_sign_on_it.glb,False,0.783400,96538.000000,0.000000,20912.000000,0.783381,False,False,,True,True,OK,OK
3DTopia-XL,a_bloody_mary_cocktail.glb,False,0.773100,49450.000000,0.000000,11222.000000,0.773064,False,False,,True,True,OK,OK
3DTopia-XL,a_blue_t-shirt_with_a_dinosaur_on_it.glb,False,0.802000,98981.000000,0.000000,19594.000000,0.802043,False,False,,True,True,OK,OK
3DTopia-XL,a_boat.glb,False,0.812200,64703.000000,0.000000,12151.000000,0.812203,False,False,,True,True,OK,OK
3DTopia-XL,a_bookshelf_with_ten_books_stacked_vertically.glb,False,0.737100,73730.000000,0.000000,19387.000000,0.737054,False,False,,True,True,OK,OK
3DTopia-XL,a_bowl.glb,False,0.753500,164849.000000,0.000000,40642.000000,0.753459,False,False,,True,True,OK,OK
3DTopia-XL,a_bundle_of_blue_and_yellow_flowers_in_a_vase.glb,False,0.679500,2315.000000,0.000000,742.000000,0.679482,False,True,,True,True,OK,OK
3DTopia-XL,a_capybara_made_of_voxels_sitting_in_a_field.glb,False,0.749800,107542.000000,0.000000,26912.000000,0.749754,False,False,,True,True,OK,OK
3DTopia-XL,a_cardboard_spaceship.glb,False,0.750400,75768.000000,0.000000,18912.000000,0.750396,False,False,,True,True,OK,OK
3DTopia-XL,a_cat.glb,False,0.741300,84064.000000,0.000000,21746.000000,0.741316,False,False,,True,True,OK,OK
3DTopia-XL,a_cat_statue.glb,False,0.776100,78262.000000,0.000000,17522.000000,0.776111,False,False,,True,True,OK,OK
3DTopia-XL,a_chest.glb,False,0.818400,105013.000000,0.000000,19073.000000,0.818375,False,False,,True,True,OK,OK
3DTopia-XL,a_coffee_maker.glb,False,0.809600,100110.000000,0.000000,19056.000000,0.809649,False,False,,True,True,OK,OK
3DTopia-XL,a_coffee_table.glb,False,0.799400,74832.000000,0.000000,15012.000000,0.799391,False,False,,True,True,OK,OK
3DTopia-XL,a_fish.glb,False,0.744800,40579.000000,0.000000,10355.000000,0.744819,False,False,,True,True,OK,OK
3DTopia-XL,a_fish_without_eyes.glb,False,0.721000,65738.000000,0.000000,18340.000000,0.721014,False,False,,True,True,OK,OK
3DTopia-XL,a_fox.glb,False,0.754900,81886.000000,0.000000,20072.000000,0.754879,False,False,,True,True,OK,OK
3DTopia-XL,a_friendly_car.glb,False,0.774900,123142.000000,0.000000,27722.000000,0.774878,False,False,,True,True,OK,OK
3DTopia-XL,a_green_pepper.glb,False,0.717100,100999.000000,0.000000,28568.000000,0.717146,False,False,,True,True,OK,OK
3DTopia-XL,a_half-full_pitcher_of_stout.glb,False,0.743300,104389.000000,0.000000,26798.000000,0.743287,False,False,,True,True,OK,OK
3DTopia-XL,a_hammer.glb,False,0.823200,36288.000000,0.000000,6414.000000,0.823247,False,False,,True,True,OK,OK
3DTopia-XL,a_handpalm.glb,False,0.748400,70672.000000,0.000000,17780.000000,0.748415,False,False,,True,True,OK,OK
3DTopia-XL,a_hat.glb,False,0.766500,123831.000000,0.000000,28914.000000,0.766504,False,False,,True,True,OK,OK
3DTopia-XL,a_horse_without_a_rider.glb,False,0.738100,72075.000000,0.000000,18876.000000,0.738106,False,False,,True,True,OK,OK
3DTopia-XL,a_house.glb,False,0.729200,86548.000000,0.000000,23435.000000,0.729225,False,False,,True,True,OK,OK
3DTopia-XL,a_house_with_no_windows.glb,False,0.797500,115710.000000,0.000000,23430.000000,0.797511,False,False,,True,True,OK,OK
3DTopia-XL,a_knight_holding_a_long_sword.glb,False,0.638100,1553.000000,0.000000,562.000000,0.638120,False,True,,True,True,OK,OK
3DTopia-XL,a_koi_fish_flying_in_the_sky.glb,False,0.712500,49321.000000,0.000000,14180.000000,0.712496,False,False,,True,True,OK,OK
3DTopia-XL,a_large_blue_box.glb,False,0.821100,127074.000000,0.000000,22728.000000,0.821144,False,False,,True,True,OK,OK
3DTopia-XL,a_large_open_book.glb,False,0.796100,111663.000000,0.000000,22764.000000,0.796137,False,False,,True,True,OK,OK
3DTopia-XL,a_large_present_with_a_red_ribbon.glb,False,0.796400,129361.000000,0.000000,26336.000000,0.796415,False,False,,True,True,OK,OK
3DTopia-XL,a_large_stone_pedestal_without_a_statue_of_a_horse_on_it.glb,False,0.783700,40695.000000,0.000000,8802.000000,0.783708,False,False,,True,True,OK,OK
3DTopia-XL,a_light_shining_on_a_giraffe_in_a_street.glb,False,0.699200,38870.000000,0.000000,11692.000000,0.699202,False,False,,True,True,OK,OK
3DTopia-XL,a_long-island_ice_tea_cocktail.glb,False,0.802200,58882.000000,0.000000,11648.000000,0.802181,False,False,,True,True,OK,OK
3DTopia-XL,a_margarita.glb,False,0.781400,53209.000000,0.000000,11630.000000,0.781428,False,False,,True,True,OK,OK
3DTopia-XL,a_metallic_blue_sphere_to_the_left_of_a_brown_cardboard_box.glb,False,0.695100,82268.000000,0.000000,25081.000000,0.695131,False,False,,True,True,OK,OK
3DTopia-XL,a_milk_container_on_a_table.glb,False,0.758700,66870.000000,0.000000,16134.000000,0.758726,False,False,,True,True,OK,OK
3DTopia-XL,a_monarch_butterfly.glb,False,0.611100,108.000000,0.000000,42.000000,0.611111,False,True,,True,True,OK,OK
3DTopia-XL,a_mountain.glb,False,0.605600,41249.000000,0.000000,16267.000000,0.605639,False,False,,True,True,OK,OK
3DTopia-XL,a_nerdy_bear_wearing_glasses_and_a_bowtie.glb,False,0.768300,112801.000000,0.000000,26138.000000,0.768282,False,False,,True,True,OK,OK
3DTopia-XL,a_painting_of_an_ornate_treasure_chest_with_a_broad_sword_propped_up_against_it.glb,False,0.757100,103300.000000,0.000000,25088.000000,0.757135,False,False,,True,True,OK,OK
3DTopia-XL,a_pair_of_headphones_on_a_statue_of_a_horse.glb,False,0.742400,121254.000000,0.000000,31230.000000,0.742441,False,False,,True,True,OK,OK
3DTopia-XL,a_pickup_truck.glb,False,0.822500,97743.000000,0.000000,17346.000000,0.822535,False,False,,True,True,OK,OK
3DTopia-XL,a_pig_in_a_forest.glb,False,0.756200,122483.000000,0.000000,29860.000000,0.756211,False,False,,True,True,OK,OK
3DTopia-XL,a_plant.glb,False,0.708800,5669.000000,0.000000,1651.000000,0.708767,False,True,,True,True,OK,OK
3DTopia-XL,a_portrait_of_a_statue_of_a_pharaoh_wearing_steampunk_glasses.glb,False,0.757900,79802.000000,0.000000,19324.000000,0.757851,False,False,,True,True,OK,OK
3DTopia-XL,a_pumpkin.glb,False,0.766900,169439.000000,0.000000,39496.000000,0.766901,False,False,,True,True,OK,OK
3DTopia-XL,a_rabbit_with_white_fur_and_black-tipped_ears.glb,False,0.746500,90344.000000,0.000000,22900.000000,0.746524,False,False,,True,True,OK,OK
3DTopia-XL,a_red_sphere_on_top_of_a_yellow_box.glb,False,0.801300,105628.000000,0.000000,20990.000000,0.801284,False,False,,True,True,OK,OK
3DTopia-XL,a_red_sports_car_on_the_road.glb,False,0.763400,96561.000000,0.000000,22842.000000,0.763445,False,False,,True,True,OK,OK
3DTopia-XL,a_robot.glb,False,0.738000,56879.000000,0.000000,14902.000000,0.738005,False,False,,True,True,OK,OK
3DTopia-XL,a_shoe.glb,False,0.757500,170700.000000,0.000000,41400.000000,0.757469,False,False,,True,True,OK,OK
3DTopia-XL,a_small_house.glb,False,0.790900,98137.000000,0.000000,20519.000000,0.790915,False,False,,True,True,OK,OK
3DTopia-XL,a_snowy_owl_standing_in_a_grassy_field.glb,False,0.783300,81839.000000,0.000000,17734.000000,0.783306,False,False,,True,True,OK,OK
3DTopia-XL,a_store_front.glb,False,0.663500,75812.000000,0.000000,25507.000000,0.663549,False,False,,True,True,OK,OK
3DTopia-XL,a_sunken_submarine_at_the_bottom_of_the_ocean.glb,False,0.761200,73987.000000,0.000000,17666.000000,0.761228,False,False,,True,True,OK,OK
3DTopia-XL,a_sweatshirt.glb,False,0.742000,118000.000000,0.000000,30446.000000,0.741983,False,False,,True,True,OK,OK
3DTopia-XL,a_thumbnail_image_of_an_ice_cream_cone.glb,False,0.720500,36017.000000,0.000000,10066.000000,0.720521,False,False,,True,True,OK,OK
3DTopia-XL,a_trash_bin.glb,False,0.807500,112536.000000,0.000000,21666.000000,0.807475,False,False,,True,True,OK,OK
3DTopia-XL,a_wooden_post.glb,False,0.792100,13797.000000,0.000000,2868.000000,0.792129,False,False,,True,True,OK,OK
3DTopia-XL,an_abstract_painting_of_a_spaceship.glb,False,0.782900,123206.000000,0.000000,26746.000000,0.782916,False,False,,True,True,OK,OK
3DTopia-XL,an_aerial_view_of_the_Great_Pyramid.glb,False,0.816800,75064.000000,0.000000,13748.000000,0.816850,False,False,,True,True,OK,OK
3DTopia-XL,an_antique_chest.glb,False,0.794800,125723.000000,0.000000,25804.000000,0.794755,False,False,,True,True,OK,OK
3DTopia-XL,an_antique_chest_with_three_drawers.glb,False,0.789800,109040.000000,0.000000,22918.000000,0.789820,False,False,,True,True,OK,OK
3DTopia-XL,an_armchair.glb,False,0.790100,138351.000000,0.000000,29040.000000,0.790099,False,False,,True,True,OK,OK
3DTopia-XL,an_avocado.glb,False,0.763800,58839.000000,0.000000,13896.000000,0.763830,False,False,,True,True,OK,OK
3DTopia-XL,an_elephant.glb,False,0.760500,113532.000000,0.000000,27186.000000,0.760543,False,False,,True,True,OK,OK
3DTopia-XL,an_emoji_of_a_baby_penguin_wearing_a_blue_hat.glb,False,0.767700,63523.000000,0.000000,14756.000000,0.767706,False,False,,True,True,OK,OK
3DTopia-XL,an_illustration_of_a_teapot.glb,False,0.743800,79166.000000,0.000000,20284.000000,0.743779,False,False,,True,True,OK,OK
3DTopia-XL,an_orange.glb,False,0.764300,150934.000000,0.000000,35570.000000,0.764334,False,False,,True,True,OK,OK
3DTopia-XL,an_ornate_gold_harp.glb,False,0.694900,32983.000000,0.000000,10064.000000,0.694873,False,False,,True,True,OK,OK
3DTopia-XL,an_ostrich.glb,False,0.720800,33685.000000,0.000000,9404.000000,0.720825,False,False,,True,True,OK,OK
3DTopia-XL,an_owl_standing_on_a_wire.glb,False,0.769400,75144.000000,0.000000,17328.000000,0.769403,False,False,,True,True,OK,OK
3DTopia-XL,artificial_intelligence.glb,False,0.712800,122515.000000,0.000000,35186.000000,0.712803,False,False,,True,True,OK,OK
3DTopia-XL,beer.glb,False,0.757800,86857.000000,0.000000,21038.000000,0.757786,False,False,,True,True,OK,OK
3DTopia-XL,black_hi-top_sneakers.glb,False,0.752600,171176.000000,0.000000,42352.000000,0.752582,False,False,,True,True,OK,OK
3DTopia-XL,bond.glb,False,0.774700,169046.000000,0.000000,38092.000000,0.774665,False,False,,True,True,OK,OK
3DTopia-XL,chair.glb,False,0.754500,45087.000000,0.000000,11070.000000,0.754475,False,False,,True,True,OK,OK
3DTopia-XL,feeling.glb,False,0.742600,42206.000000,0.000000,10864.000000,0.742596,False,False,,True,True,OK,OK
3DTopia-XL,insight.glb,False,0.748400,95648.000000,0.000000,24067.000000,0.748379,False,False,,True,True,OK,OK
3DTopia-XL,life.glb,False,0.747100,94523.000000,0.000000,23902.000000,0.747130,False,False,,True,True,OK,OK
3DTopia-XL,metal.glb,False,0.774600,169049.000000,0.000000,38098.000000,0.774633,False,False,,True,True,OK,OK
3DTopia-XL,molecule.glb,False,0.778500,100253.000000,0.000000,22210.000000,0.778460,False,False,,True,True,OK,OK
Hi3DGen,A_cartoon_house_with_red_roof.glb,True,1.000000,1970742.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,A_castle_made_of_cardboard.glb,False,0.999900,1845004.000000,0.000000,200.000000,0.999892,False,False,,True,True,OK,OK
Hi3DGen,A_heart_made_of_wood.glb,True,1.000000,1070886.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,A_photo_of_a_Japanese_Porcelain_Imari_vase_on_the_ground_below_a_wooden_chair.glb,True,1.000000,1336788.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,A_photo_of_a_Ming_Dynasty_vase_on_a_leather_topped_table.glb,False,1.000000,1036382.000000,0.000000,10.000000,0.999990,False,True,,True,True,OK,OK
Hi3DGen,A_photograph_of_a_portrait_of_a_statue_of_a_pharaoh_wearing_steampunk_glasses.glb,True,1.000000,850416.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,A_rhino_beetle_this_size_of_a_tank_grapples_a_real_life_passenger_airplane_on_the_tarmac.glb,False,1.000000,627128.000000,0.000000,16.000000,0.999974,False,False,,True,True,OK,OK
Hi3DGen,Anubis_wearing_sunglasses_and_sitting_astride_a_hog_motorcyle.glb,True,1.000000,716382.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,The_Oriental_Pearl.glb,False,1.000000,1402007.000000,0.000000,4.000000,0.999997,False,True,,True,True,OK,OK
Hi3DGen,a_Christmas_tree.glb,True,1.000000,659736.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_baby_penguin.glb,True,1.000000,1007322.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_baby_penguin_wearing_a_blue_hat.glb,True,1.000000,784098.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_ball.glb,True,1.000000,2692548.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_bamboo_ladder.glb,True,1.000000,224460.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_barred_owl_peeking_out_from_dense_tree_branches.glb,False,1.000000,993864.000000,0.000000,18.000000,0.999982,False,False,,True,True,OK,OK
Hi3DGen,a_bird.glb,False,1.000000,437343.000000,0.000000,12.000000,0.999973,False,False,,True,True,OK,OK
Hi3DGen,a_black_baseball_hat.glb,True,1.000000,764430.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_black_t-shirt_with_the_peace_sign_on_it.glb,True,1.000000,967554.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_bloody_mary_cocktail.glb,True,1.000000,604620.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_blue_t-shirt_with_a_dinosaur_on_it.glb,True,1.000000,1043940.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_boat.glb,True,1.000000,539730.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_bookshelf_with_ten_books_stacked_vertically.glb,True,1.000000,645888.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_bowl.glb,True,1.000000,953100.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_bundle_of_blue_and_yellow_flowers_in_a_vase.glb,False,1.000000,1459535.000000,0.000000,4.000000,0.999997,False,True,,True,True,OK,OK
Hi3DGen,a_capybara_made_of_voxels_sitting_in_a_field.glb,True,1.000000,601272.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_cardboard_spaceship.glb,False,1.000000,497314.000000,0.000000,20.000000,0.999960,False,True,,True,True,OK,OK
Hi3DGen,a_cat.glb,True,1.000000,1200744.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_cat_statue.glb,True,1.000000,718488.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_chest.glb,False,1.000000,1546033.000000,0.000000,26.000000,0.999983,False,True,,True,True,OK,OK
Hi3DGen,a_coffee_maker.glb,True,1.000000,1429956.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_coffee_table.glb,True,1.000000,786456.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_fish.glb,True,1.000000,319956.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_fish_without_eyes.glb,True,1.000000,371352.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_fox.glb,True,1.000000,1248330.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_friendly_car.glb,True,1.000000,959940.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_green_pepper.glb,False,1.000000,883273.000000,0.000000,8.000000,0.999991,False,True,,True,True,OK,OK
Hi3DGen,a_half-full_pitcher_of_stout.glb,True,1.000000,878244.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_hammer.glb,True,1.000000,236268.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_handpalm.glb,True,1.000000,776976.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_hat.glb,True,1.000000,666282.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_horse_without_a_rider.glb,False,1.000000,469937.000000,0.000000,4.000000,0.999991,False,True,,True,True,OK,OK
Hi3DGen,a_house.glb,True,1.000000,1529730.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_house_with_no_windows.glb,True,1.000000,1773810.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_knight_holding_a_long_sword.glb,True,1.000000,316932.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_koi_fish_flying_in_the_sky.glb,False,0.999900,360914.000000,0.000000,22.000000,0.999939,False,True,,True,True,OK,OK
Hi3DGen,a_large_blue_box.glb,True,1.000000,2370018.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_large_open_book.glb,True,1.000000,1421040.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_large_present_with_a_red_ribbon.glb,True,1.000000,1722828.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_large_stone_pedestal_without_a_statue_of_a_horse_on_it.glb,False,1.000000,366371.000000,0.000000,4.000000,0.999989,False,True,,True,True,OK,OK
Hi3DGen,a_light_shining_on_a_giraffe_in_a_street.glb,False,1.000000,392339.000000,0.000000,16.000000,0.999959,False,True,,True,True,OK,OK
Hi3DGen,a_long-island_ice_tea_cocktail.glb,True,1.000000,708198.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_margarita.glb,True,1.000000,530370.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_metallic_blue_sphere_to_the_left_of_a_brown_cardboard_box.glb,False,0.999900,1581987.000000,0.000000,84.000000,0.999947,False,True,,True,True,OK,OK
Hi3DGen,a_milk_container_on_a_table.glb,True,1.000000,701496.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_monarch_butterfly.glb,True,1.000000,251988.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_mountain.glb,False,1.000000,600679.000000,0.000000,20.000000,0.999967,False,True,,True,True,OK,OK
Hi3DGen,a_nerdy_bear_wearing_glasses_and_a_bowtie.glb,False,1.000000,1344688.000000,0.000000,20.000000,0.999985,False,True,,True,True,OK,OK
Hi3DGen,a_painting_of_an_ornate_treasure_chest_with_a_broad_sword_propped_up_against_it.glb,True,1.000000,1216842.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_pair_of_headphones_on_a_statue_of_a_horse.glb,True,1.000000,1408398.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_pickup_truck.glb,True,1.000000,949026.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_pig_in_a_forest.glb,True,1.000000,916992.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_plant.glb,False,1.000000,722801.000000,0.000000,4.000000,0.999994,False,True,,True,True,OK,OK
Hi3DGen,a_portrait_of_a_statue_of_a_pharaoh_wearing_steampunk_glasses.glb,False,1.000000,1172380.000000,0.000000,8.000000,0.999993,False,True,,True,True,OK,OK
Hi3DGen,a_pumpkin.glb,True,1.000000,2105094.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_rabbit_with_white_fur_and_black-tipped_ears.glb,False,1.000000,1017590.000000,0.000000,10.000000,0.999990,False,True,,True,True,OK,OK
Hi3DGen,a_red_sphere_on_top_of_a_yellow_box.glb,True,1.000000,1077294.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_red_sports_car_on_the_road.glb,True,1.000000,705546.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_robot.glb,True,1.000000,636120.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_shoe.glb,True,1.000000,576390.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_small_house.glb,True,1.000000,1714812.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_snowy_owl_standing_in_a_grassy_field.glb,True,1.000000,1228836.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_store_front.glb,True,1.000000,1503462.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_sunken_submarine_at_the_bottom_of_the_ocean.glb,True,1.000000,455670.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_sweatshirt.glb,True,1.000000,1428414.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_thumbnail_image_of_an_ice_cream_cone.glb,True,1.000000,387774.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,a_trash_bin.glb,False,0.999600,1202832.000000,0.000000,540.000000,0.999551,False,False,,True,True,OK,OK
Hi3DGen,a_wooden_post.glb,False,0.999600,206592.000000,0.000000,78.000000,0.999622,False,True,,True,True,OK,OK
Hi3DGen,an_abstract_painting_of_a_spaceship.glb,False,1.000000,1139010.000000,0.000000,30.000000,0.999974,False,True,,True,True,OK,OK
Hi3DGen,an_aerial_view_of_the_Great_Pyramid.glb,True,1.000000,1357578.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,an_antique_chest.glb,False,1.000000,1812791.000000,0.000000,64.000000,0.999965,False,True,,True,True,OK,OK
Hi3DGen,an_antique_chest_with_three_drawers.glb,False,1.000000,1191748.000000,0.000000,8.000000,0.999993,False,True,,True,True,OK,OK
Hi3DGen,an_armchair.glb,True,1.000000,1735500.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,an_avocado.glb,True,1.000000,688518.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,an_elephant.glb,True,1.000000,796530.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,an_emoji_of_a_baby_penguin_wearing_a_blue_hat.glb,True,1.000000,785292.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,an_illustration_of_a_teapot.glb,False,1.000000,745061.000000,0.000000,4.000000,0.999995,False,True,,True,True,OK,OK
Hi3DGen,an_orange.glb,True,1.000000,1778580.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,an_ornate_gold_harp.glb,False,1.000000,488081.000000,0.000000,4.000000,0.999992,False,True,,True,True,OK,OK
Hi3DGen,an_ostrich.glb,False,1.000000,681200.000000,0.000000,10.000000,0.999985,False,True,,True,True,OK,OK
Hi3DGen,an_owl_standing_on_a_wire.glb,True,1.000000,922656.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,artificial_intelligence.glb,True,1.000000,1036548.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,beer.glb,True,1.000000,981522.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,black_hi-top_sneakers.glb,False,1.000000,1349410.000000,0.000000,26.000000,0.999981,False,True,,True,True,OK,OK
Hi3DGen,bond.glb,False,1.000000,2413817.000000,0.000000,4.000000,0.999998,False,True,,True,True,OK,OK
Hi3DGen,chair.glb,True,1.000000,327354.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,feeling.glb,True,1.000000,455076.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,insight.glb,True,1.000000,1042494.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,life.glb,True,1.000000,1461588.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,metal.glb,True,1.000000,3644964.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
Hi3DGen,molecule.glb,True,1.000000,973686.000000,0.000000,0.000000,1.000000,True,True,,True,True,OK,OK
