model,filename,file_size_mb,load_success,error,watertight,manifold_edge_ratio,boundary_edge_ratio,nonmanifold_edge_ratio,connected_components,vertex_count,face_count,triangle_ratio,non_triangle_ratio,has_uv,uv_bbox_efficiency,uv_packed_area,has_texture,pbr_channel_count,texture_resolution,surface_area,bbox_diag,seconds
3DTopia-XL,A_cartoon_house_with_red_roof.glb,2.2043,True,,False,0.6878,0.3122,0.0,1498,22292,27010,1.0,0.0,True,0.9992,0.5188,True,2,1024,1.942024,2.388618,0.118
3DTopia-XL,A_castle_made_of_cardboard.glb,1.1809,True,,False,0.7084,0.2916,0.0,270,9000,11579,1.0,0.0,True,0.9992,0.4512,True,2,1024,0.742519,2.16716,0.058
3DTopia-XL,A_heart_made_of_wood.glb,3.646,True,,False,0.7548,0.2452,0.0,2577,50592,70586,1.0,0.0,True,0.9992,0.5501,True,2,1024,5.985246,2.664223,0.203
3DTopia-XL,A_photo_of_a_Japanese_Porcelain_Imari_vase_on_the_ground_below_a_wooden_chair.glb,2.4323,True,,False,0.68,0.32,0.0,1893,33799,41016,1.0,0.0,True,0.9992,0.5161,True,2,1024,2.973559,2.315419,0.129
3DTopia-XL,A_photo_of_a_Ming_Dynasty_vase_on_a_leather_topped_table.glb,2.8863,True,,False,0.8024,0.1976,0.0,1427,36708,54720,1.0,0.0,True,0.9991,0.5786,True,2,1024,5.067759,2.717495,0.161
3DTopia-XL,A_photograph_of_a_portrait_of_a_statue_of_a_pharaoh_wearing_steampunk_glasses.glb,2.5242,True,,False,0.7708,0.2292,0.0,1085,25186,35924,1.0,0.0,True,0.9992,0.5363,True,2,1024,3.085702,2.150895,0.144
3DTopia-XL,A_rhino_beetle_this_size_of_a_tank_grapples_a_real_life_passenger_airplane_on_the_tarmac.glb,2.7663,True,,False,0.75,0.25,0.0,1582,33421,46158,1.0,0.0,True,0.9991,0.6795,True,2,1024,3.85834,2.458671,0.138
3DTopia-XL,Anubis_wearing_sunglasses_and_sitting_astride_a_hog_motorcyle.glb,2.9562,True,,False,0.7314,0.2686,0.0,1548,34228,45580,1.0,0.0,True,0.9992,0.5716,True,2,1024,3.834758,2.666274,0.14
3DTopia-XL,The_Oriental_Pearl.glb,3.8993,True,,False,0.7538,0.2462,0.0,2736,57929,80450,1.0,0.0,True,0.9991,0.581,True,2,1024,6.89676,2.777572,0.228
3DTopia-XL,a_Christmas_tree.glb,2.6002,True,,False,0.7049,0.2951,0.0,1036,18470,23764,1.0,0.0,True,0.9991,0.5877,True,2,1024,2.174703,2.002385,0.092
3DTopia-XL,a_baby_penguin.glb,2.8633,True,,False,0.7445,0.2555,0.0,2145,41521,56936,1.0,0.0,True,0.9991,0.5912,True,2,1024,4.833179,2.330933,0.164
3DTopia-XL,a_baby_penguin_wearing_a_blue_hat.glb,2.5364,True,,False,0.755,0.245,0.0,1061,23743,33064,1.0,0.0,True,0.9991,0.6044,True,2,1024,2.796698,1.967891,0.112
3DTopia-XL,a_ball.glb,3.5963,True,,False,0.7659,0.2341,0.0,3415,69994,99300,1.0,0.0,True,0.9991,0.6012,True,2,1024,8.27394,2.847626,0.264
3DTopia-XL,a_bamboo_ladder.glb,2.0501,True,,False,0.6747,0.3253,0.0,814,17357,20970,1.0,0.0,True,0.9994,0.3318,True,2,1024,1.731259,2.261706,0.079
3DTopia-XL,a_barred_owl_peeking_out_from_dense_tree_branches.glb,3.26,True,,False,0.7628,0.2372,0.0,2019,42533,59874,1.0,0.0,True,0.9991,0.6068,True,2,1024,5.111526,2.262853,0.173
3DTopia-XL,a_bird.glb,2.4718,True,,False,0.742,0.258,0.0,1356,28440,38858,1.0,0.0,True,0.9991,0.6045,True,2,1024,3.267402,2.311456,0.169
3DTopia-XL,a_black_baseball_hat.glb,3.5668,True,,False,0.7306,0.2694,0.0,2917,53993,72550,1.0,0.0,True,0.9991,0.6063,True,2,1024,6.074376,2.646666,0.411
3DTopia-XL,a_black_t-shirt_with_the_peace_sign_on_it.glb,2.6853,True,,False,0.7834,0.2166,0.0,1872,39451,57388,1.0,0.0,True,0.9991,0.6316,True,2,1024,5.255899,2.561759,0.346
3DTopia-XL,a_bloody_mary_cocktail.glb,2.3432,True,,False,0.7731,0.2269,0.0,928,20469,29226,1.0,0.0,True,0.9991,0.6919,True,2,1024,2.667267,1.988326,0.194
3DTopia-XL,a_blue_t-shirt_with_a_dinosaur_on_it.glb,2.8583,True,,False,0.802,0.198,0.0,1413,40051,59456,1.0,0.0,True,0.9992,0.5472,True,2,1024,5.329319,2.479184,0.359
3DTopia-XL,a_boat.glb,2.4069,True,,False,0.8122,0.1878,0.0,958,26004,39085,1.0,0.0,True,0.9991,0.6657,True,2,1024,3.296927,2.356303,0.262
3DTopia-XL,a_bookshelf_with_ten_books_stacked_vertically.glb,3.1136,True,,False,0.7371,0.2629,0.0,1601,31652,42691,1.0,0.0,True,0.9991,0.6675,True,2,1024,3.750333,2.034611,0.273
3DTopia-XL,a_bowl.glb,3.7993,True,,False,0.7535,0.2465,0.0,3488,69266,96352,1.0,0.0,True,0.9992,0.546,True,2,1024,7.845683,2.576512,0.557
3DTopia-XL,a_bundle_of_blue_and_yellow_flowers_in_a_vase.glb,0.5772,True,,False,0.6795,0.3205,0.0,43,1062,1296,1.0,0.0,True,0.9976,0.493,True,2,1024,0.078134,1.555422,0.046
3DTopia-XL,a_capybara_made_of_voxels_sitting_in_a_field.glb,3.1829,True,,False,0.7498,0.2502,0.0,2147,45489,62724,1.0,0.0,True,0.9991,0.6147,True,2,1024,5.201417,2.523376,0.352
3DTopia-XL,a_cardboard_spaceship.glb,2.2208,True,,False,0.7504,0.2496,0.0,1617,31935,44208,1.0,0.0,True,0.9992,0.5734,True,2,1024,3.654623,2.214199,0.268
3DTopia-XL,a_cat.glb,2.7731,True,,False,0.7413,0.2587,0.0,1774,35821,48794,1.0,0.0,True,0.9993,0.44,True,2,1024,4.197789,2.313962,0.302
3DTopia-XL,a_cat_statue.glb,2.5763,True,,False,0.7761,0.2239,0.0,1465,32254,46334,1.0,0.0,True,0.9991,0.6008,True,2,1024,3.95131,2.32209,0.326
3DTopia-XL,a_chest.glb,3.3458,True,,False,0.8184,0.1816,0.0,1482,41800,63651,1.0,0.0,True,0.9992,0.5557,True,2,1024,5.503969,2.513797,0.354
3DTopia-XL,a_coffee_maker.glb,2.7005,True,,False,0.8096,0.1904,0.0,1405,40215,60388,1.0,0.0,True,0.9992,0.5381,True,2,1024,5.551796,2.184078,0.332
3DTopia-XL,a_coffee_table.glb,2.7461,True,,False,0.7994,0.2006,0.0,1093,30204,44884,1.0,0.0,True,0.9992,0.5414,True,2,1024,3.833352,2.69887,0.266
3DTopia-XL,a_fish.glb,2.0483,True,,False,0.7448,0.2552,0.0,784,17232,23601,1.0,0.0,True,0.9992,0.5477,True,2,1024,1.929712,2.192875,0.175
3DTopia-XL,a_fish_without_eyes.glb,2.7539,True,,False,0.721,0.279,0.0,1622,28601,37712,1.0,0.0,True,0.9991,0.6438,True,2,1024,3.062087,2.524499,0.254
3DTopia-XL,a_fox.glb,2.7489,True,,False,0.7549,0.2451,0.0,1527,34596,47900,1.0,0.0,True,0.9992,0.5515,True,2,1024,4.067821,2.515411,0.296
3DTopia-XL,a_friendly_car.glb,3.1572,True,,False,0.7749,0.2251,0.0,2176,50813,72854,1.0,0.0,True,0.9991,0.6038,True,2,1024,6.193986,2.712407,0.414
3DTopia-XL,a_green_pepper.glb,3.18,True,,False,0.7171,0.2829,0.0,2319,44242,57810,1.0,0.0,True,0.9991,0.6588,True,2,1024,4.824761,2.266446,0.354
3DTopia-XL,a_half-full_pitcher_of_stout.glb,3.0328,True,,False,0.7433,0.2567,0.0,2293,44385,60660,1.0,0.0,True,0.9991,0.6368,True,2,1024,5.475309,2.213546,0.346
3DTopia-XL,a_hammer.glb,1.8169,True,,False,0.8232,0.1768,0.0,390,14357,22054,1.0,0.0,True,0.9992,0.5094,True,2,1024,1.966636,2.330656,0.183
3DTopia-XL,a_handpalm.glb,2.5764,True,,False,0.7484,0.2516,0.0,1409,29976,41188,1.0,0.0,True,0.9992,0.5618,True,2,1024,3.549766,2.480702,0.278
3DTopia-XL,a_hat.glb,3.2398,True,,False,0.7665,0.2335,0.0,2485,51525,72916,1.0,0.0,True,0.9991,0.5906,True,2,1024,6.319529,2.554543,0.406
3DTopia-XL,a_horse_without_a_rider.glb,2.2291,True,,False,0.7381,0.2619,0.0,1401,30946,41758,1.0,0.0,True,0.9992,0.4897,True,2,1024,3.533221,2.540348,0.323
3DTopia-XL,a_house.glb,2.6859,True,,False,0.7292,0.2708,0.0,2031,37219,49887,1.0,0.0,True,0.9991,0.7004,True,2,1024,4.262519,2.353964,0.346
3DTopia-XL,a_house_with_no_windows.glb,2.8863,True,,False,0.7975,0.2025,0.0,2080,46852,69330,1.0,0.0,True,0.9991,0.6138,True,2,1024,5.967332,2.443526,0.376
3DTopia-XL,a_knight_holding_a_long_sword.glb,0.619,True,,False,0.6381,0.3619,0.0,43,748,848,1.0,0.0,True,0.9964,0.436,True,2,1024,0.030735,1.375211,0.069
3DTopia-XL,a_koi_fish_flying_in_the_sky.glb,2.3337,True,,False,0.7125,0.2875,0.0,1241,21728,28154,1.0,0.0,True,0.9992,0.5622,True,2,1024,2.251132,2.371225,0.218
3DTopia-XL,a_large_blue_box.glb,3.375,True,,False,0.8211,0.1789,0.0,1859,50381,77140,1.0,0.0,True,0.9992,0.5053,True,2,1024,6.136265,2.816173,0.445
3DTopia-XL,a_large_open_book.glb,2.9989,True,,False,0.7961,0.2039,0.0,1845,45146,66854,1.0,0.0,True,0.9991,0.6301,True,2,1024,5.30004,2.664176,0.395
3DTopia-XL,a_large_present_with_a_red_ribbon.glb,3.1028,True,,False,0.7964,0.2036,0.0,2188,52356,77462,1.0,0.0,True,0.9992,0.5136,True,2,1024,6.712811,2.730279,0.44
3DTopia-XL,a_large_stone_pedestal_without_a_statue_of_a_horse_on_it.glb,1.6812,True,,False,0.7837,0.2163,0.0,710,16723,24196,1.0,0.0,True,0.9991,0.584,True,2,1024,2.126543,1.844777,0.153
3DTopia-XL,a_light_shining_on_a_giraffe_in_a_street.glb,2.0884,True,,False,0.6992,0.3008,0.0,837,17502,22016,1.0,0.0,True,0.9991,0.5842,True,2,1024,1.829164,1.899963,0.149
3DTopia-XL,a_long-island_ice_tea_cocktail.glb,2.2946,True,,False,0.8022,0.1978,0.0,959,23810,35372,1.0,0.0,True,0.9991,0.6605,True,2,1024,3.247687,2.182777,0.233
3DTopia-XL,a_margarita.glb,2.3085,True,,False,0.7814,0.2186,0.0,916,21917,31596,1.0,0.0,True,0.9991,0.5864,True,2,1024,2.871017,2.152401,0.199
3DTopia-XL,a_metallic_blue_sphere_to_the_left_of_a_brown_cardboard_box.glb,2.5,True,,False,0.6951,0.3049,0.0,2315,36787,46485,1.0,0.0,True,0.9991,0.6131,True,2,1024,3.829322,2.157393,0.273
3DTopia-XL,a_milk_container_on_a_table.glb,2.2039,True,,False,0.7587,0.2413,0.0,1481,27894,39202,1.0,0.0,True,0.9991,0.7181,True,2,1024,3.497278,1.999451,0.241
3DTopia-XL,a_monarch_butterfly.glb,0.2662,True,,False,0.6111,0.3889,0.0,4,54,58,1.0,0.0,True,0.9682,0.5333,True,2,1024,0.002115,0.110726,0.039
3DTopia-XL,a_mountain.glb,1.993,True,,False,0.6056,0.3944,0.0,1543,20558,22077,1.0,0.0,True,0.9993,0.431,True,2,1024,1.272777,2.539807,0.16
3DTopia-XL,a_nerdy_bear_wearing_glasses_and_a_bowtie.glb,3.3241,True,,False,0.7683,0.2317,0.0,2134,46933,66488,1.0,0.0,True,0.9992,0.5696,True,2,1024,5.61552,2.374257,0.412
3DTopia-XL,a_painting_of_an_ornate_treasure_chest_with_a_broad_sword_propped_up_against_it.glb,3.4222,True,,False,0.7571,0.2429,0.0,2053,43309,60504,1.0,0.0,True,0.9991,0.6142,True,2,1024,4.978939,2.520217,0.369
3DTopia-XL,a_pair_of_headphones_on_a_statue_of_a_horse.glb,3.8268,True,,False,0.7424,0.2576,0.0,2475,51681,70426,1.0,0.0,True,0.9991,0.6637,True,2,1024,6.226646,2.422254,0.396
3DTopia-XL,a_pickup_truck.glb,2.8192,True,,False,0.8225,0.1775,0.0,1325,38687,59380,1.0,0.0,True,0.9991,0.6936,True,2,1024,5.158001,2.476385,0.341
3DTopia-XL,a_pig_in_a_forest.glb,3.3082,True,,False,0.7562,0.2438,0.0,2192,51563,71702,1.0,0.0,True,0.9992,0.5478,True,2,1024,5.969954,3.087349,0.409
3DTopia-XL,a_plant.glb,1.0761,True,,False,0.7088,0.2912,0.0,75,2503,3229,1.0,0.0,True,0.9985,0.4906,True,2,1024,0.204736,1.562179,0.067
3DTopia-XL,a_portrait_of_a_statue_of_a_pharaoh_wearing_steampunk_glasses.glb,2.861,True,,False,0.7579,0.2421,0.0,1546,33579,46760,1.0,0.0,True,0.9991,0.6006,True,2,1024,4.126238,2.335134,0.279
3DTopia-XL,a_pumpkin.glb,4.0069,True,,False,0.7669,0.2331,0.0,3184,70420,99794,1.0,0.0,True,0.9991,0.6631,True,2,1024,8.47847,2.832538,0.563
3DTopia-XL,a_rabbit_with_white_fur_and_black-tipped_ears.glb,2.47,True,,False,0.7465,0.2535,0.0,1825,38196,52596,1.0,0.0,True,0.9992,0.5419,True,2,1024,4.42837,2.260526,0.336
3DTopia-XL,a_red_sphere_on_top_of_a_yellow_box.glb,2.7021,True,,False,0.8013,0.1987,0.0,1910,42428,63422,1.0,0.0,True,0.9991,0.7167,True,2,1024,5.714456,2.50049,0.37
3DTopia-XL,a_red_sports_car_on_the_road.glb,2.8624,True,,False,0.7634,0.2366,0.0,1995,40107,56760,1.0,0.0,True,0.9991,0.6043,True,2,1024,5.114777,2.501227,0.347
3DTopia-XL,a_robot.glb,2.1172,True,,False,0.738,0.262,0.0,1154,24479,32952,1.0,0.0,True,0.9991,0.6167,True,2,1024,2.727875,2.175339,0.257
3DTopia-XL,a_shoe.glb,4.2442,True,,False,0.7575,0.2425,0.0,3276,71914,100000,1.0,0.0,True,0.9992,0.5699,True,2,1024,8.92425,2.643155,0.607
3DTopia-XL,a_small_house.glb,2.8345,True,,False,0.7909,0.2091,0.0,1696,40155,58585,1.0,0.0,True,0.9991,0.6946,True,2,1024,4.98373,2.412418,0.392
3DTopia-XL,a_snowy_owl_standing_in_a_grassy_field.glb,2.6429,True,,False,0.7833,0.2167,0.0,1359,33614,48648,1.0,0.0,True,0.9992,0.5315,True,2,1024,4.100717,2.289007,0.302
3DTopia-XL,a_store_front.glb,2.228,True,,False,0.6635,0.3365,0.0,1893,35460,42039,1.0,0.0,True,0.9992,0.4667,True,2,1024,3.205123,2.317136,0.274
3DTopia-XL,a_sunken_submarine_at_the_bottom_of_the_ocean.glb,2.5977,True,,False,0.7612,0.2388,0.0,1427,31034,43436,1.0,0.0,True,0.9991,0.6403,True,2,1024,3.624987,2.331514,0.28
3DTopia-XL,a_sweatshirt.glb,3.304,True,,False,0.742,0.258,0.0,2457,50007,68518,1.0,0.0,True,0.9992,0.533,True,2,1024,6.124136,2.487296,0.461
3DTopia-XL,a_thumbnail_image_of_an_ice_cream_cone.glb,1.9974,True,,False,0.7205,0.2795,0.0,808,15640,20656,1.0,0.0,True,0.9992,0.4982,True,2,1024,1.705707,1.875097,0.156
3DTopia-XL,a_trash_bin.glb,2.7087,True,,False,0.8075,0.1925,0.0,1752,45147,67802,1.0,0.0,True,0.9992,0.5397,True,2,1024,5.803636,2.440724,0.405
3DTopia-XL,a_wooden_post.glb,1.4559,True,,False,0.7921,0.2079,0.0,152,5616,8242,1.0,0.0,True,0.9991,0.5516,True,2,1024,0.780792,1.659245,0.102
3DTopia-XL,an_abstract_painting_of_a_spaceship.glb,3.5313,True,,False,0.7829,0.2171,0.0,1998,50845,73222,1.0,0.0,True,0.9991,0.6258,True,2,1024,5.937593,2.687658,0.503
3DTopia-XL,an_aerial_view_of_the_Great_Pyramid.glb,2.495,True,,False,0.8168,0.1832,0.0,1004,29941,45460,1.0,0.0,True,0.9992,0.5018,True,2,1024,3.696601,2.602759,0.28
3DTopia-XL,an_antique_chest.glb,3.5785,True,,False,0.7948,0.2052,0.0,2153,50844,75214,1.0,0.0,True,0.9991,0.6692,True,2,1024,6.321938,2.587906,0.457
3DTopia-XL,an_antique_chest_with_three_drawers.glb,3.2463,True,,False,0.7898,0.2102,0.0,2013,44431,65054,1.0,0.0,True,0.999,0.7211,True,2,1024,5.830272,2.689135,0.398
3DTopia-XL,an_armchair.glb,3.3632,True,,False,0.7901,0.2099,0.0,2352,56501,82554,1.0,0.0,True,0.9991,0.6203,True,2,1024,7.119371,2.895208,0.487
3DTopia-XL,an_avocado.glb,2.0032,True,,False,0.7638,0.2362,0.0,1214,24518,34594,1.0,0.0,True,0.9991,0.6026,True,2,1024,2.910683,2.024039,0.237
3DTopia-XL,an_elephant.glb,2.9521,True,,False,0.7605,0.2395,0.0,1959,47586,66626,1.0,0.0,True,0.9992,0.5534,True,2,1024,5.743611,2.721766,0.403
3DTopia-XL,an_emoji_of_a_baby_penguin_wearing_a_blue_hat.glb,2.5437,True,,False,0.7677,0.2323,0.0,1125,26364,37430,1.0,0.0,True,0.9991,0.5996,True,2,1024,3.172414,2.108825,0.263
3DTopia-XL,an_illustration_of_a_teapot.glb,2.6231,True,,False,0.7438,0.2562,0.0,1802,33435,46016,1.0,0.0,True,0.9991,0.6013,True,2,1024,4.04373,2.336313,0.296
3DTopia-XL,an_orange.glb,3.6171,True,,False,0.7643,0.2357,0.0,3061,62749,88766,1.0,0.0,True,0.9991,0.5853,True,2,1024,7.316723,2.738897,0.503
3DTopia-XL,an_ornate_gold_harp.glb,2.0184,True,,False,0.6949,0.3051,0.0,921,14878,18634,1.0,0.0,True,0.9993,0.4094,True,2,1024,1.587817,1.991301,0.127
3DTopia-XL,an_ostrich.glb,2.1532,True,,False,0.7208,0.2792,0.0,776,14707,19322,1.0,0.0,True,0.9992,0.5526,True,2,1024,1.661233,1.884782,0.156
3DTopia-XL,an_owl_standing_on_a_wire.glb,2.844,True,,False,0.7694,0.2306,0.0,1376,31210,44320,1.0,0.0,True,0.9992,0.5482,True,2,1024,3.77704,2.074634,0.289
3DTopia-XL,artificial_intelligence.glb,3.0234,True,,False,0.7128,0.2872,0.0,2876,54033,69948,1.0,0.0,True,0.9991,0.644,True,2,1024,6.024832,2.572175,0.469
3DTopia-XL,beer.glb,2.62,True,,False,0.7578,0.2422,0.0,1674,36304,50892,1.0,0.0,True,0.9991,0.6062,True,2,1024,4.422047,2.103512,0.322
3DTopia-XL,black_hi-top_sneakers.glb,4.3956,True,,False,0.7526,0.2474,0.0,3411,72561,100000,1.0,0.0,True,0.9991,0.6579,True,2,1024,11.292948,2.845058,0.559
3DTopia-XL,bond.glb,3.6676,True,,False,0.7747,0.2253,0.0,3117,69664,100000,1.0,0.0,True,0.9992,0.5704,True,2,1024,8.008463,3.015066,0.639
3DTopia-XL,chair.glb,1.9018,True,,False,0.7545,0.2455,0.0,841,19011,26368,1.0,0.0,True,0.9991,0.5987,True,2,1024,2.329972,2.182193,0.191
3DTopia-XL,feeling.glb,1.7538,True,,False,0.7426,0.2574,0.0,899,17964,24516,1.0,0.0,True,0.9991,0.592,True,2,1024,2.108215,1.838703,0.203
3DTopia-XL,insight.glb,2.7631,True,,False,0.7484,0.2516,0.0,1976,40459,55743,1.0,0.0,True,0.9992,0.5023,True,2,1024,4.753064,2.198013,0.394
3DTopia-XL,life.glb,2.3391,True,,False,0.7471,0.2529,0.0,2017,39852,55048,1.0,0.0,True,0.9992,0.54,True,2,1024,4.648018,2.265664,0.297
3DTopia-XL,metal.glb,4.4002,True,,False,0.7746,0.2254,0.0,2735,70099,100000,1.0,0.0,True,0.9991,0.6051,True,2,1024,11.093198,2.791017,0.586
3DTopia-XL,molecule.glb,2.7241,True,,False,0.7785,0.2215,0.0,1704,41375,59432,1.0,0.0,True,0.9991,0.6225,True,2,1024,4.990589,2.957881,0.345
Hi3DGen,A_cartoon_house_with_red_roof.glb,30.0728,True,,True,1.0,0.0,0.0,18,656946,1313828,1.0,0.0,False,nan,nan,False,0,0,7.985266,1.6684,7.387
Hi3DGen,A_castle_made_of_cardboard.glb,28.153,True,,False,0.9999,0.0001,0.0,25,615012,1229936,1.0,0.0,False,nan,nan,False,0,0,7.271465,1.729721,6.67
Hi3DGen,A_heart_made_of_wood.glb,16.3415,True,,True,1.0,0.0,0.0,2,356964,713924,1.0,0.0,False,nan,nan,False,0,0,4.150559,1.401569,3.848
Hi3DGen,A_photo_of_a_Japanese_Porcelain_Imari_vase_on_the_ground_below_a_wooden_chair.glb,20.3991,True,,True,1.0,0.0,0.0,25,445610,891192,1.0,0.0,False,nan,nan,False,0,0,4.861898,1.339055,4.761
Hi3DGen,A_photo_of_a_Ming_Dynasty_vase_on_a_leather_topped_table.glb,15.8151,True,,False,1.0,0.0,0.0,4,345468,690918,1.0,0.0,False,nan,nan,False,0,0,3.497253,1.369587,3.848
Hi3DGen,A_photograph_of_a_portrait_of_a_statue_of_a_pharaoh_wearing_steampunk_glasses.glb,12.9774,True,,True,1.0,0.0,0.0,12,283474,566944,1.0,0.0,False,nan,nan,False,0,0,2.956011,1.368337,3.074
Hi3DGen,A_rhino_beetle_this_size_of_a_tank_grapples_a_real_life_passenger_airplane_on_the_tarmac.glb,9.57,True,,False,1.0,0.0,0.0,11,209032,418080,1.0,0.0,False,nan,nan,False,0,0,2.12223,1.31691,2.2
Hi3DGen,Anubis_wearing_sunglasses_and_sitting_astride_a_hog_motorcyle.glb,10.9304,True,,True,1.0,0.0,0.0,15,238716,477588,1.0,0.0,False,nan,nan,False,0,0,2.652927,1.414552,2.552
Hi3DGen,The_Oriental_Pearl.glb,21.3962,True,,False,1.0,0.0,0.0,57,467436,934670,1.0,0.0,False,nan,nan,False,0,0,4.814566,1.733756,5.143
Hi3DGen,a_Christmas_tree.glb,10.0686,True,,True,1.0,0.0,0.0,64,219948,439824,1.0,0.0,False,nan,nan,False,0,0,2.310993,1.251489,2.317
Hi3DGen,a_baby_penguin.glb,15.3721,True,,True,1.0,0.0,0.0,12,335798,671548,1.0,0.0,False,nan,nan,False,0,0,3.388423,1.509177,3.661
Hi3DGen,a_baby_penguin_wearing_a_blue_hat.glb,11.9655,True,,True,1.0,0.0,0.0,4,261368,522732,1.0,0.0,False,nan,nan,False,0,0,2.718119,1.261373,2.817
Hi3DGen,a_ball.glb,41.0882,True,,True,1.0,0.0,0.0,165,897610,1795032,1.0,0.0,False,nan,nan,False,0,0,9.468657,1.732084,10.34
Hi3DGen,a_bamboo_ladder.glb,3.4262,True,,True,1.0,0.0,0.0,16,74826,149640,1.0,0.0,False,nan,nan,False,0,0,0.82943,1.21661,0.763
Hi3DGen,a_barred_owl_peeking_out_from_dense_tree_branches.glb,15.1666,True,,False,1.0,0.0,0.0,9,331306,662570,1.0,0.0,False,nan,nan,False,0,0,3.334175,1.367885,3.739
Hi3DGen,a_bird.glb,6.6744,True,,False,1.0,0.0,0.0,4,145782,291558,1.0,0.0,False,nan,nan,False,0,0,1.530592,1.288767,1.49
Hi3DGen,a_black_baseball_hat.glb,11.6653,True,,True,1.0,0.0,0.0,1,254810,509620,1.0,0.0,False,nan,nan,False,0,0,2.638218,1.389482,2.741
Hi3DGen,a_black_t-shirt_with_the_peace_sign_on_it.glb,14.7648,True,,True,1.0,0.0,0.0,8,322520,645036,1.0,0.0,False,nan,nan,False,0,0,3.482752,1.484085,3.407
Hi3DGen,a_bloody_mary_cocktail.glb,9.2265,True,,True,1.0,0.0,0.0,20,201528,403080,1.0,0.0,False,nan,nan,False,0,0,2.230407,1.270471,2.131
Hi3DGen,a_blue_t-shirt_with_a_dinosaur_on_it.glb,15.9305,True,,True,1.0,0.0,0.0,7,347988,695960,1.0,0.0,False,nan,nan,False,0,0,3.714067,1.554013,3.753
Hi3DGen,a_boat.glb,8.2354,True,,True,1.0,0.0,0.0,6,179854,359820,1.0,0.0,False,nan,nan,False,0,0,1.991864,1.259616,1.892
Hi3DGen,a_bookshelf_with_ten_books_stacked_vertically.glb,9.8567,True,,True,1.0,0.0,0.0,14,215306,430592,1.0,0.0,False,nan,nan,False,0,0,2.800643,1.132735,2.24
Hi3DGen,a_bowl.glb,14.5442,True,,True,1.0,0.0,0.0,1,317700,635400,1.0,0.0,False,nan,nan,False,0,0,3.240684,1.497968,3.324
Hi3DGen,a_bundle_of_blue_and_yellow_flowers_in_a_vase.glb,22.2604,True,,False,1.0,0.0,0.0,147,486016,973022,1.0,0.0,False,nan,nan,False,0,0,4.6603,1.540493,5.298
Hi3DGen,a_capybara_made_of_voxels_sitting_in_a_field.glb,9.1761,True,,True,1.0,0.0,0.0,11,200440,400848,1.0,0.0,False,nan,nan,False,0,0,2.118909,1.193627,2.154
Hi3DGen,a_cardboard_spaceship.glb,7.5895,True,,False,1.0,0.0,0.0,6,165778,331536,1.0,0.0,False,nan,nan,False,0,0,1.904432,1.281746,1.705
Hi3DGen,a_cat.glb,18.3241,True,,True,1.0,0.0,0.0,28,400298,800496,1.0,0.0,False,nan,nan,False,0,0,4.223515,1.631953,4.34
Hi3DGen,a_cat_statue.glb,10.9646,True,,True,1.0,0.0,0.0,6,239508,478992,1.0,0.0,False,nan,nan,False,0,0,2.56269,1.341763,2.544
Hi3DGen,a_chest.glb,23.5909,True,,False,1.0,0.0,0.0,6,515318,1030680,1.0,0.0,False,nan,nan,False,0,0,6.748857,1.396506,5.552
Hi3DGen,a_coffee_maker.glb,21.82,True,,True,1.0,0.0,0.0,9,476638,953304,1.0,0.0,False,nan,nan,False,0,0,5.590935,1.423478,5.171
Hi3DGen,a_coffee_table.glb,12.0017,True,,True,1.0,0.0,0.0,9,262164,524304,1.0,0.0,False,nan,nan,False,0,0,3.304646,1.50459,2.702
Hi3DGen,a_fish.glb,4.8832,True,,True,1.0,0.0,0.0,2,106654,213304,1.0,0.0,False,nan,nan,False,0,0,1.185372,1.216162,1.063
Hi3DGen,a_fish_without_eyes.glb,5.6676,True,,True,1.0,0.0,0.0,4,123792,247568,1.0,0.0,False,nan,nan,False,0,0,1.395983,1.251032,1.22
Hi3DGen,a_fox.glb,19.049,True,,True,1.0,0.0,0.0,6,416106,832220,1.0,0.0,False,nan,nan,False,0,0,4.235524,1.61837,4.492
Hi3DGen,a_friendly_car.glb,14.6482,True,,True,1.0,0.0,0.0,19,319966,639960,1.0,0.0,False,nan,nan,False,0,0,3.855034,1.223667,3.397
Hi3DGen,a_green_pepper.glb,13.4789,True,,False,1.0,0.0,0.0,5,294434,588846,1.0,0.0,False,nan,nan,False,0,0,3.12851,1.334731,3.072
Hi3DGen,a_half-full_pitcher_of_stout.glb,13.4016,True,,True,1.0,0.0,0.0,1,292732,585496,1.0,0.0,False,nan,nan,False,0,0,3.199151,1.334387,3.063
Hi3DGen,a_hammer.glb,3.6061,True,,True,1.0,0.0,0.0,1,78754,157512,1.0,0.0,False,nan,nan,False,0,0,0.966495,1.092352,0.768
Hi3DGen,a_handpalm.glb,11.8569,True,,True,1.0,0.0,0.0,13,258998,517984,1.0,0.0,False,nan,nan,False,0,0,2.704261,1.401043,2.722
Hi3DGen,a_hat.glb,10.1679,True,,True,1.0,0.0,0.0,4,222102,444188,1.0,0.0,False,nan,nan,False,0,0,2.405305,1.347589,2.339
Hi3DGen,a_horse_without_a_rider.glb,7.1716,True,,False,1.0,0.0,0.0,12,156644,313290,1.0,0.0,False,nan,nan,False,0,0,1.690646,1.280089,1.58
Hi3DGen,a_house.glb,23.3427,True,,True,1.0,0.0,0.0,28,509906,1019820,1.0,0.0,False,nan,nan,False,0,0,6.395839,1.580141,5.604
